http://www.google.com	Google		1
http://www.microsoft.com	Microsoft Corporation	Get product information, support, and news from Microsoft.	43
http://www.amazon.com	Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs & more	Online shopping from the earth's biggest selection of books, magazines, music, DVDs, videos, electronics, computers, software, apparel & accessories, shoes, jewelry, tools & hardware, housewares, furniture, sporting goods, beauty & personal care, broadband & dsl, gourmet food & just about anything else.	10
http://www.apple.com	Apple	Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert device support.	73
